season,team1,team2,period,secs,prob1,prob1_outcome,prob2,prob2_outcome
2016,Albany (NY),Florida,3,257,0.157,1,0.843,0
2016,Albany (NY),Florida,3,244,0.124,1,0.876,0
2016,Albany (NY),Florida,3,231,0.109,1,0.891,0
2016,Albany (NY),Florida,3,204,0.122,1,0.878,0
2016,Albany (NY),Florida,3,199,0.151,1,0.849,0
2016,Albany (NY),Florida,3,185,0.17,1,0.83,0
2016,Albany (NY),Florida,3,174,0.148,1,0.852,0
2016,Albany (NY),Florida,3,160,0.097,1,0.903,0
2016,Albany (NY),Florida,3,146,0.084,1,0.916,0
2016,Albany (NY),Florida,3,127,0.094,1,0.906,0
2016,Albany (NY),Florida,3,113,0.118,1,0.882,0
2016,Albany (NY),Florida,3,112,0.091,1,0.909,0
2016,Albany (NY),Florida,3,98,0.095,1,0.905,0
2016,Albany (NY),Florida,3,81,0.071,1,0.929,0
2016,Albany (NY),Florida,3,69,0.092,1,0.908,0
2016,Albany (NY),Florida,3,65,0.103,1,0.897,0
2016,Albany (NY),Florida,3,41,0.09,1,0.91,0
2016,Albany (NY),Florida,3,27,0.101,1,0.899,0
2016,Albany (NY),Florida,3,11,0.09,1,0.91,0
2016,Albany (NY),Florida,3,3,0.091,1,0.909,0
2016,Albany (NY),Florida,3,0,0.097,1,0.903,0
2016,Albany (NY),Florida,4,600,0.102,1,0.898,0
2016,Albany (NY),Florida,4,585,0.092,1,0.908,0
2016,Albany (NY),Florida,4,574,0.105,1,0.895,0
2016,Albany (NY),Florida,4,553,0.139,1,0.861,0
2016,Albany (NY),Florida,4,536,0.089,1,0.911,0
2016,Albany (NY),Florida,4,521,0.088,1,0.912,0
2016,Albany (NY),Florida,4,516,0.076,1,0.924,0
2016,Albany (NY),Florida,4,513,0.087,1,0.913,0
2016,Albany (NY),Florida,4,496,0.074,1,0.926,0
2016,Albany (NY),Florida,4,489,0.084,1,0.916,0
2016,Albany (NY),Florida,4,485,0.109,1,0.891,0
2016,Albany (NY),Florida,4,468,0.081,1,0.919,0
2016,Albany (NY),Florida,4,449,0.077,1,0.923,0
2016,Albany (NY),Florida,4,439,0.101,1,0.899,0
2016,Albany (NY),Florida,4,420,0.112,1,0.888,0
2016,Albany (NY),Florida,4,415,0.148,1,0.852,0
2016,Albany (NY),Florida,4,395,0.144,1,0.856,0
2016,Albany (NY),Florida,4,389,0.143,1,0.857,0
2016,Albany (NY),Florida,4,379,0.163,1,0.837,0
2016,Albany (NY),Florida,4,378,0.141,1,0.859,0
2016,Albany (NY),Florida,4,373,0.141,1,0.859,0
2016,Albany (NY),Florida,4,354,0.161,1,0.839,0
2016,Albany (NY),Florida,4,345,0.137,1,0.863,0
2016,Albany (NY),Florida,4,322,0.133,1,0.867,0
2016,Albany (NY),Florida,4,317,0.157,1,0.843,0
2016,Albany (NY),Florida,4,305,0.2,1,0.8,0
2016,Albany (NY),Florida,4,300,0.199,1,0.8009999999999999,0
